amount,transaction_type,location,time,device_id,label
2627.31,ATM,New York,21,1023,0
2057.88,BillPay,New York,5,1053,0
4912.07,POS,Atlanta,21,1033,0
569.07,BillPay,Boston,10,1038,0
1995.3,Online,San Francisco,17,1087,0
4847.66,ATM,San Francisco,17,1099,0
4328.88,Online,Dallas,21,1091,1
4087.19,POS,Houston,9,1047,0
1296.94,ATM,Boston,4,1048,0
862.73,Cheque,Houston,22,1033,0
3346.53,Transfer,Los Angeles,22,1079,1
4647.59,BillPay,Boston,20,1099,0
2788.25,Online,Seattle,23,1006,1
2862.35,POS,Houston,21,1017,0
1407.1,Transfer,Dallas,14,1069,0
3849.77,BillPay,Dallas,20,1091,0
943.35,Transfer,Boston,19,1033,0
1625.16,BillPay,New York,22,1050,0
2132.93,Cheque,Seattle,3,1092,0
2542.98,ATM,Miami,20,1067,0
1219.62,Transfer,Seattle,20,1013,0
583.04,Transfer,Dallas,0,1068,0
3056.99,Transfer,Los Angeles,14,1088,1
1450.27,ATM,Houston,16,1007,0
2910.38,POS,Houston,18,1014,0
780.27,BillPay,Los Angeles,13,1082,0
2410.89,Cheque,Chicago,18,1058,0
2667.62,Transfer,Boston,17,1010,0
268.6,ATM,Dallas,1,1019,0
1689.66,POS,San Francisco,5,1054,0
680.73,BillPay,Atlanta,12,1035,0
326.24,ATM,Los Angeles,16,1081,0
4949.9,Cheque,Los Angeles,5,1013,0
1618.55,Cheque,Seattle,20,1057,0
4051.27,BillPay,Boston,21,1037,0
1280.66,Transfer,Boston,4,1088,0
3410.7,Cheque,San Francisco,6,1079,0
3803.54,POS,Atlanta,0,1081,0
2982.24,ATM,Boston,12,1000,0
2363.17,POS,New York,18,1064,0
2065.09,Transfer,Dallas,21,1000,0
1750.85,POS,New York,0,1084,0
4648.35,POS,Chicago,12,1059,0
4154.79,Online,Dallas,10,1024,1
4825.48,POS,Miami,6,1090,0
630.24,BillPay,Dallas,19,1009,0
3657.03,ATM,Dallas,2,1049,0
4692.32,Online,San Francisco,0,1011,1
914.35,ATM,New York,7,1091,0
341.82,ATM,Atlanta,16,1031,0
3708.19,Transfer,Seattle,12,1032,1
2876.62,Transfer,San Francisco,13,1071,0
4210.73,Online,Dallas,4,1025,1
707.46,Cheque,Seattle,23,1041,0
3978.38,Transfer,Houston,21,1049,1
1016.12,Transfer,Seattle,22,1060,0
826.64,Transfer,Los Angeles,23,1040,1
829.69,ATM,San Francisco,5,1056,0
4074.73,Online,San Francisco,21,1001,1
3329.33,ATM,Los Angeles,5,1098,0
2620.1,BillPay,Houston,20,1097,0
1800.56,ATM,Boston,7,1069,0
4387.23,BillPay,Boston,12,1030,0
1968.3,POS,Boston,17,1022,0
4084.83,POS,Boston,22,1075,0
2201.28,BillPay,New York,3,1053,0
1890.95,BillPay,Los Angeles,16,1027,0
2318.77,ATM,Houston,4,1078,0
1513.88,BillPay,Dallas,2,1018,0
3740.57,Online,Chicago,3,1075,1
2518.57,POS,San Francisco,22,1047,0
1168.74,POS,Seattle,4,1001,0
4498.88,Cheque,Boston,13,1010,0
1925.62,BillPay,Seattle,14,1043,0
2722.33,Transfer,Chicago,19,1058,0
4533.3,Transfer,San Francisco,16,1058,1
3124.95,BillPay,Miami,5,1037,0
593.32,Online,Atlanta,9,1024,0
4699.76,Transfer,Houston,21,1020,1
3142.26,Cheque,New York,22,1041,0
1681.18,BillPay,Seattle,15,1035,0
704.97,Online,Boston,16,1008,0
3972.19,Online,Los Angeles,13,1011,1
3104.16,ATM,Seattle,19,1009,0
2671.97,Online,San Francisco,11,1058,0
4470.52,Transfer,Miami,8,1004,1
3945.1,Transfer,Houston,14,1032,1
766.86,BillPay,Los Angeles,11,1068,0
1565.49,BillPay,Atlanta,13,1079,0
1249.96,Online,San Francisco,21,1062,0
3722.29,Cheque,Miami,17,1028,0
177.33,POS,Los Angeles,19,1017,0
2853.75,ATM,Atlanta,5,1092,0
3814.67,POS,Seattle,3,1005,0
4385.06,Online,San Francisco,22,1052,1
1716.99,Online,Dallas,11,1081,0
4108.07,POS,Atlanta,12,1031,0
562.05,ATM,Miami,18,1041,0
4233.8,POS,Dallas,21,1046,0
646.17,BillPay,Dallas,12,1030,0
1992.46,Transfer,New York,11,1061,0
3988.5,Cheque,Miami,19,1055,0
758.09,BillPay,Dallas,2,1010,0
1153.96,Transfer,Seattle,2,1025,0
3614.04,Cheque,San Francisco,13,1091,0
3602.98,Cheque,San Francisco,17,1026,0
3209.33,Cheque,Seattle,18,1082,0
3472.8,Online,New York,9,1056,1
2718.19,Cheque,Houston,16,1026,0
1266.48,ATM,New York,14,1058,0
1735.02,POS,San Francisco,18,1061,0
916.17,ATM,Houston,8,1019,0
4543.17,POS,New York,3,1002,0
2921.13,BillPay,Dallas,14,1015,0
2010.25,BillPay,Houston,18,1043,0
2315.41,POS,San Francisco,15,1092,0
4736.94,ATM,Seattle,7,1078,0
775.22,POS,Boston,16,1029,0
2935.29,Cheque,Dallas,20,1039,0
2534.38,Online,Dallas,0,1064,0
3061.16,BillPay,Boston,6,1028,0
100.37,Online,Atlanta,20,1029,0
4361.9,Cheque,Chicago,17,1031,0
4661.27,Cheque,Los Angeles,11,1009,0
2830.01,BillPay,Miami,15,1090,0
3486.29,BillPay,New York,0,1050,0
4613.27,Cheque,Chicago,14,1007,0
3539.12,Transfer,New York,6,1050,1
771.17,Online,Chicago,16,1035,0
2885.68,Online,Houston,2,1054,0
3037.51,Transfer,Seattle,10,1034,1
2126.41,ATM,Miami,5,1035,0
3684.86,Online,Miami,5,1055,1
4672.49,POS,New York,14,1035,0
4628.59,Cheque,Boston,6,1088,0
2259.69,Cheque,Houston,10,1083,0
575.06,Transfer,Atlanta,16,1060,0
4924.36,Online,Miami,22,1061,1
4196.1,ATM,Los Angeles,17,1080,0
632.07,Online,New York,21,1086,0
4605.0,Cheque,Dallas,23,1024,1
4350.78,BillPay,Los Angeles,20,1063,0
2599.0,POS,San Francisco,18,1059,0
2960.46,Transfer,New York,7,1056,0
2001.02,BillPay,New York,23,1094,0
283.26,ATM,Dallas,19,1069,0
1682.63,BillPay,Houston,7,1098,0
4016.24,BillPay,Dallas,20,1051,0
33.11,ATM,Miami,10,1055,0
1674.16,BillPay,Seattle,20,1062,0
1996.86,Transfer,New York,2,1067,0
2691.6,Cheque,San Francisco,22,1019,0
4600.08,Online,Boston,13,1053,1
1738.27,BillPay,New York,8,1000,0
1741.3,Transfer,Dallas,0,1089,0
3690.13,Online,Chicago,0,1097,1
2266.57,Online,New York,11,1009,0
1130.78,BillPay,New York,10,1022,0
2267.67,Transfer,San Francisco,20,1050,0
712.88,Cheque,San Francisco,0,1023,0
890.17,BillPay,New York,19,1012,0
2496.86,ATM,Chicago,11,1028,0
2100.44,Online,Seattle,16,1057,0
4575.08,BillPay,Atlanta,14,1090,0
1818.35,Online,Chicago,1,1094,0
2907.14,Transfer,Chicago,17,1042,0
3165.0,POS,Chicago,15,1009,0
75.34,BillPay,Seattle,3,1030,0
3321.05,Cheque,Houston,7,1073,0
898.4,BillPay,Houston,1,1087,0
4805.74,Online,Chicago,13,1096,1
751.83,Transfer,Atlanta,14,1013,0
2078.97,ATM,Dallas,8,1098,0
435.89,Cheque,Los Angeles,1,1033,0
4984.4,Transfer,Houston,16,1016,1
2515.95,BillPay,Boston,9,1020,0
2980.97,ATM,San Francisco,8,1095,0
344.71,Transfer,Seattle,1,1066,0
3752.3,POS,Seattle,23,1057,1
1057.43,Cheque,Los Angeles,18,1078,0
4491.29,Online,Houston,16,1007,1
1033.65,Transfer,Atlanta,10,1095,0
961.53,Transfer,Atlanta,16,1037,0
192.38,POS,San Francisco,9,1025,0
2365.61,BillPay,Chicago,17,1063,0
2828.56,Cheque,Dallas,22,1029,0
337.89,Cheque,Houston,5,1008,0
3879.88,Online,Atlanta,15,1031,1
2271.91,Transfer,Los Angeles,17,1010,0
2626.71,ATM,San Francisco,19,1085,0
2209.41,Transfer,New York,17,1033,0
2009.81,Online,San Francisco,0,1017,0
2802.61,Transfer,Atlanta,2,1018,0
784.65,POS,New York,14,1053,0
917.82,Transfer,Boston,19,1081,0
4310.31,Transfer,Miami,9,1036,1
4731.12,ATM,San Francisco,20,1081,0
1872.81,POS,Los Angeles,4,1011,0
1361.02,POS,Los Angeles,14,1003,0
3223.56,Transfer,Dallas,22,1042,1
2049.58,Cheque,Chicago,13,1026,0
136.68,ATM,San Francisco,14,1050,0
789.2,Transfer,Atlanta,9,1004,0
3582.7,Transfer,Miami,23,1005,1
3298.03,Online,Houston,8,1076,1
145.21,Online,Atlanta,11,1086,0
1117.64,Cheque,Los Angeles,6,1055,0
1163.06,ATM,Boston,4,1088,0
3362.74,BillPay,Atlanta,23,1067,1
108.36,Online,Seattle,9,1095,0
529.5,BillPay,Los Angeles,7,1043,0
4001.58,POS,San Francisco,21,1014,0
900.94,Online,Boston,19,1089,0
3267.2,Online,Seattle,15,1041,1
1198.53,ATM,New York,11,1010,0
506.21,Cheque,Miami,8,1072,0
1223.43,BillPay,Los Angeles,9,1010,0
3614.11,Online,San Francisco,15,1065,1
4279.93,Online,Seattle,9,1026,1
4152.8,ATM,Seattle,8,1057,0
1991.95,ATM,Chicago,2,1089,0
3343.74,Cheque,Seattle,18,1071,0
1032.87,BillPay,Miami,10,1020,0
1472.81,POS,Boston,5,1020,0
4482.72,Cheque,Boston,5,1071,0
74.88,POS,Seattle,14,1000,0
436.69,Transfer,San Francisco,14,1057,0
1047.35,Online,Los Angeles,12,1012,0
142.4,BillPay,San Francisco,21,1072,0
915.36,Cheque,Dallas,4,1091,0
2919.38,Online,Los Angeles,13,1005,0
2112.91,BillPay,New York,20,1086,0
4464.43,BillPay,Miami,1,1099,0
4089.04,BillPay,San Francisco,22,1057,0
1715.67,Online,Chicago,11,1016,0
1304.52,Cheque,Boston,19,1072,0
1904.67,ATM,Seattle,13,1011,0
2955.57,Online,Los Angeles,18,1085,0
1347.64,BillPay,Seattle,23,1051,0
3124.5,Cheque,New York,19,1075,0
2052.96,Transfer,Dallas,14,1069,0
2764.72,POS,Seattle,19,1072,0
2186.27,BillPay,San Francisco,23,1051,0
1479.38,Transfer,Los Angeles,16,1036,0
4742.78,ATM,Chicago,13,1002,0
3820.39,BillPay,New York,22,1097,0
709.16,Transfer,Atlanta,17,1007,0
4343.66,BillPay,Miami,21,1009,0
2442.28,Online,Dallas,23,1046,1
4473.82,Cheque,San Francisco,4,1040,0
4001.28,Transfer,Miami,21,1063,1
2131.82,Cheque,Chicago,11,1041,0
122.12,Online,Miami,9,1042,0
1350.7,Online,Boston,7,1008,0
2712.75,Cheque,Los Angeles,5,1013,0
3171.06,Transfer,Miami,14,1090,1
1296.86,Cheque,San Francisco,11,1095,0
705.39,Cheque,Atlanta,5,1003,0
4176.3,POS,Boston,11,1001,0
4922.17,Transfer,Boston,14,1096,1
2633.19,POS,Miami,11,1084,0
866.68,BillPay,Dallas,8,1000,0
1368.81,Cheque,Houston,18,1074,0
101.77,BillPay,Dallas,20,1064,0
4572.35,Transfer,Seattle,1,1045,1
597.58,Cheque,San Francisco,12,1058,0
2886.82,BillPay,Houston,12,1074,0
1377.54,ATM,Los Angeles,7,1006,0
2775.35,Online,Boston,12,1065,0
3260.59,Cheque,San Francisco,3,1014,0
4150.41,Online,Chicago,5,1071,1
1040.04,POS,Seattle,5,1046,0
64.87,BillPay,Atlanta,20,1089,0
693.06,POS,Seattle,11,1039,0
4501.09,Cheque,San Francisco,11,1041,0
4370.71,Online,Los Angeles,16,1050,1
2991.09,Online,Boston,6,1034,0
3006.58,BillPay,New York,14,1040,0
3328.53,Cheque,New York,23,1084,1
885.1,ATM,San Francisco,16,1056,0
4572.92,ATM,Miami,9,1037,0
2099.66,BillPay,Dallas,22,1071,0
1921.86,Cheque,Seattle,19,1095,0
2599.4,BillPay,Los Angeles,5,1007,0
244.36,Cheque,Seattle,8,1073,0
839.75,POS,Chicago,14,1062,0
3692.79,BillPay,New York,15,1086,0
423.17,Cheque,Boston,20,1003,0
3019.73,ATM,Chicago,7,1047,0
1234.29,Cheque,Boston,15,1051,0
1952.59,Cheque,Seattle,4,1037,0
1450.58,BillPay,Los Angeles,17,1093,0
1784.81,POS,New York,19,1086,0
3598.04,POS,Seattle,13,1004,0
1492.64,POS,New York,1,1084,0
2836.36,POS,San Francisco,22,1069,0
2385.49,Transfer,Atlanta,22,1080,0
3321.72,BillPay,Atlanta,2,1088,0
4684.78,Online,Boston,13,1023,1
3665.53,BillPay,Seattle,6,1085,0
1082.55,Transfer,Houston,14,1076,0
165.6,POS,New York,16,1016,0
1318.7,Transfer,New York,0,1077,0
2979.44,ATM,Houston,8,1097,0
266.61,ATM,Miami,21,1089,0
2486.87,BillPay,Seattle,13,1082,0
2988.25,BillPay,Houston,15,1025,0
1677.88,Online,Atlanta,20,1002,0
3856.85,Online,New York,12,1001,1
541.93,ATM,Atlanta,5,1091,0
384.94,POS,Seattle,21,1001,0
3643.66,Transfer,Los Angeles,0,1021,1
2482.5,Online,Los Angeles,20,1070,0
3445.13,Cheque,Boston,3,1003,0
2179.79,Online,Atlanta,2,1037,0
1239.55,POS,Atlanta,16,1083,0
4097.32,POS,Atlanta,1,1069,0
3999.09,BillPay,Miami,18,1072,0
3476.54,Transfer,Atlanta,19,1051,1
1368.0,POS,Los Angeles,22,1030,0
2955.25,Online,Miami,21,1025,0
1811.26,Online,Boston,7,1035,0
466.99,ATM,San Francisco,14,1025,0
4587.39,POS,Chicago,5,1027,0
692.72,Cheque,Boston,22,1004,0
4751.68,BillPay,Dallas,19,1073,0
2235.57,Transfer,Miami,1,1017,0
933.81,Cheque,Los Angeles,14,1014,0
2714.09,BillPay,Los Angeles,19,1056,0
4366.0,Online,Seattle,11,1096,1
3663.8,Cheque,New York,2,1004,0
4034.74,BillPay,Atlanta,9,1036,0
3297.33,Online,Los Angeles,13,1085,1
3464.46,Online,Atlanta,21,1085,1
4247.49,Online,Houston,13,1021,1
1255.84,Online,New York,2,1051,0
2452.23,Online,Houston,0,1014,0
1113.84,ATM,Atlanta,19,1016,0
4938.46,Cheque,Miami,0,1050,0
4720.86,BillPay,Dallas,1,1044,0
206.74,ATM,New York,18,1062,0
3530.82,ATM,Miami,23,1027,1
4626.99,POS,Los Angeles,9,1058,0
911.07,POS,Dallas,3,1085,0
2844.05,POS,San Francisco,3,1020,0
4578.29,Transfer,Los Angeles,12,1041,1
179.39,POS,Chicago,8,1080,0
3490.13,BillPay,Boston,6,1068,0
1493.77,ATM,New York,15,1081,0
4622.74,BillPay,Chicago,17,1016,0
4855.58,Cheque,Atlanta,2,1067,0
4721.89,POS,New York,19,1006,0
2376.33,Transfer,Boston,19,1088,0
4311.59,Cheque,New York,9,1039,0
4224.3,Transfer,Miami,23,1039,1
1602.31,Cheque,Houston,21,1042,0
4146.29,ATM,Seattle,15,1072,0
194.67,BillPay,Miami,2,1082,0
2985.39,Online,Boston,10,1050,0
1157.74,BillPay,New York,9,1072,0
611.63,POS,Miami,15,1022,0
394.0,Online,Houston,7,1094,0
3484.48,Transfer,Chicago,8,1031,1
1705.98,ATM,Miami,14,1030,0
3626.59,ATM,Atlanta,20,1016,0
336.13,Transfer,Chicago,2,1057,0
1583.3,POS,Boston,3,1085,0
2702.06,Transfer,Chicago,12,1034,0
3955.71,Cheque,New York,11,1029,0
1600.57,POS,Dallas,20,1063,0
3133.2,Online,Dallas,8,1052,1
4431.03,Transfer,San Francisco,13,1050,1
3083.16,POS,Atlanta,18,1036,0
1172.47,Online,New York,6,1089,0
131.76,Transfer,Boston,15,1005,0
4351.79,ATM,Los Angeles,21,1033,0
116.13,Transfer,Dallas,19,1055,0
4374.76,BillPay,Boston,4,1095,0
2649.4,Transfer,Chicago,9,1024,0
4695.95,BillPay,Miami,17,1012,0
3995.93,Online,Dallas,10,1062,1
4989.69,Transfer,New York,6,1065,1
1760.05,Online,Dallas,13,1004,0
3838.27,Online,Houston,19,1074,1
2015.64,POS,Houston,17,1010,0
2404.58,Online,Houston,10,1087,0
3141.25,Online,Atlanta,21,1077,1
4369.65,Transfer,Dallas,11,1093,1
4920.58,Transfer,San Francisco,17,1043,1
3843.68,ATM,Boston,1,1098,0
2094.66,POS,Houston,22,1084,0
2112.57,Online,Chicago,0,1068,0
3690.54,POS,New York,22,1001,0
1201.5,BillPay,Atlanta,9,1039,0
561.27,Online,Seattle,20,1036,0
1779.56,POS,Houston,0,1048,0
1443.32,ATM,Boston,5,1097,0
1488.58,ATM,Chicago,6,1074,0
1175.7,Online,New York,16,1035,0
220.05,BillPay,Miami,8,1074,0
99.19,ATM,Los Angeles,6,1072,0
4938.73,ATM,Chicago,16,1069,0
2144.59,BillPay,San Francisco,2,1033,0
1927.79,POS,Chicago,15,1057,0
3401.44,ATM,Chicago,4,1036,0
1099.09,Transfer,San Francisco,19,1095,0
4750.31,Cheque,Miami,17,1059,0
3933.86,Cheque,Atlanta,0,1011,0
456.16,ATM,Dallas,3,1031,0
2093.73,POS,New York,22,1080,0
4396.8,POS,Chicago,10,1003,0
4724.21,Online,Chicago,19,1032,1
2342.33,Transfer,San Francisco,8,1042,0
3070.92,POS,Boston,7,1008,0
843.5,BillPay,Chicago,7,1097,0
4955.93,Transfer,Chicago,4,1050,1
1166.04,Cheque,San Francisco,11,1093,0
4714.23,Transfer,Boston,0,1019,1
3251.74,BillPay,San Francisco,14,1038,0
3042.61,ATM,Atlanta,17,1022,0
2568.32,BillPay,Chicago,5,1040,0
1161.04,BillPay,Houston,9,1043,0
890.87,ATM,New York,13,1034,0
1110.23,ATM,Boston,20,1022,0
940.33,ATM,Houston,7,1057,0
3900.13,ATM,San Francisco,2,1047,0
1757.13,ATM,Chicago,21,1086,0
298.63,BillPay,San Francisco,21,1057,0
4845.82,Online,Dallas,18,1056,1
4420.09,Online,Dallas,11,1086,1
4639.48,POS,Atlanta,11,1038,0
4974.59,Online,Chicago,14,1027,1
877.74,Cheque,Chicago,6,1063,0
1987.25,Online,Houston,3,1061,0
3793.61,BillPay,Seattle,20,1082,0
3483.14,ATM,Chicago,8,1061,0
777.94,ATM,Atlanta,21,1093,0
4081.01,BillPay,Boston,15,1084,0
1129.96,Cheque,Boston,12,1087,0
1126.85,Online,San Francisco,3,1084,0
2689.5,BillPay,Houston,23,1025,0
2968.77,POS,Miami,8,1050,0
2904.63,ATM,Los Angeles,20,1049,0
466.52,Transfer,San Francisco,17,1035,0
4388.53,POS,Chicago,14,1025,0
1335.34,Cheque,San Francisco,14,1032,0
656.28,POS,Miami,5,1099,0
4444.85,BillPay,Los Angeles,10,1067,0
4778.7,Online,Miami,7,1072,1
4312.02,ATM,Miami,20,1007,0
4049.49,Cheque,Dallas,16,1065,0
3279.66,Cheque,Boston,23,1092,1
2758.78,Transfer,Seattle,16,1022,0
444.06,POS,Chicago,23,1069,0
2048.18,Transfer,Atlanta,17,1054,0
1869.72,Online,Houston,3,1042,0
1306.17,Online,San Francisco,14,1099,0
3619.87,Transfer,Chicago,1,1020,1
2484.42,ATM,Dallas,1,1021,0
414.42,Online,Boston,9,1008,0
1108.71,Transfer,San Francisco,2,1033,0
3419.46,POS,Houston,7,1058,0
389.89,Transfer,Seattle,19,1025,0
4257.52,Transfer,Chicago,6,1000,1
2480.78,BillPay,Atlanta,11,1099,0
2408.13,Online,Boston,18,1004,0
2966.11,ATM,New York,14,1040,0
4125.16,ATM,Chicago,13,1062,0
1745.57,BillPay,Miami,15,1021,0
3393.3,Cheque,Miami,13,1067,0
2833.0,ATM,Atlanta,2,1047,0
1342.47,Transfer,Los Angeles,17,1065,0
4394.36,BillPay,Atlanta,21,1015,0
3989.16,POS,Boston,5,1079,0
3295.67,Online,Miami,16,1052,1
4254.4,Online,Seattle,22,1085,1
4337.8,Online,Seattle,13,1064,1
3544.73,Transfer,Miami,13,1078,1
4186.7,POS,Boston,19,1063,0
3490.38,BillPay,Dallas,12,1087,0
3403.9,BillPay,Houston,2,1067,0
3096.87,Online,Houston,12,1062,1
3766.06,POS,Boston,23,1061,1
801.44,POS,New York,1,1081,0
4405.55,POS,Houston,8,1080,0
4360.5,ATM,San Francisco,12,1070,0
155.94,ATM,Houston,7,1044,0
4130.83,Online,San Francisco,15,1051,1
653.06,POS,Miami,23,1073,0
1682.24,Cheque,Dallas,2,1064,0
3720.11,POS,Atlanta,12,1001,0
812.19,BillPay,Dallas,3,1048,0
4091.66,BillPay,Houston,17,1021,0
4162.35,Online,Houston,1,1095,1
2542.26,Cheque,Boston,19,1028,0
41.87,POS,Atlanta,21,1034,0
1442.32,Cheque,Houston,20,1080,0
3088.47,Online,Los Angeles,14,1075,1
4906.12,BillPay,Los Angeles,16,1023,0
3162.75,BillPay,New York,9,1093,0
1306.42,ATM,Miami,0,1029,0
3173.69,Online,San Francisco,5,1083,1
2704.53,Online,Dallas,2,1041,0
3901.43,POS,Miami,18,1070,0
543.83,POS,San Francisco,6,1049,0
3807.53,ATM,San Francisco,12,1070,0
2710.92,Transfer,Chicago,12,1059,0
4815.33,Cheque,Houston,16,1029,0
1715.94,Transfer,New York,0,1011,0
3166.78,Transfer,Houston,13,1048,1
4660.82,Online,New York,2,1094,1
521.52,Cheque,Miami,13,1081,0
4686.77,Online,Boston,23,1045,1
3442.55,Cheque,Boston,0,1042,0
348.51,BillPay,Miami,15,1001,0
1511.81,Online,Atlanta,9,1096,0
3543.78,Online,Los Angeles,12,1074,1
346.08,Online,San Francisco,3,1097,0
2915.03,ATM,New York,8,1079,0
1735.96,Online,Seattle,13,1053,0
3108.37,POS,Houston,3,1034,0
238.25,POS,Miami,9,1051,0
4358.97,Cheque,San Francisco,7,1032,0
4867.71,BillPay,New York,22,1084,0
4844.7,ATM,Dallas,2,1083,0
3750.76,Cheque,Atlanta,22,1071,0
659.13,POS,Houston,6,1050,0
3793.73,ATM,Boston,9,1025,0
132.69,ATM,Miami,2,1096,0
120.4,BillPay,Boston,1,1061,0
1624.81,ATM,New York,14,1060,0
2448.33,Online,Boston,8,1025,0
3854.33,ATM,Houston,14,1036,0
3419.64,BillPay,Los Angeles,16,1029,0
2235.05,Cheque,San Francisco,6,1094,0
1375.4,BillPay,Los Angeles,19,1096,0
4985.65,BillPay,Miami,17,1010,0
2136.64,POS,Los Angeles,14,1052,0
2262.42,Online,Chicago,17,1040,0
826.48,POS,San Francisco,23,1004,0
3976.1,Cheque,New York,22,1065,0
3471.47,Transfer,San Francisco,11,1012,1
1111.64,Cheque,Chicago,22,1062,0
421.08,Online,Seattle,20,1081,0
3405.69,ATM,Los Angeles,7,1089,0
3276.01,BillPay,San Francisco,1,1024,0
1373.57,Transfer,Boston,1,1043,0
4754.81,Online,New York,4,1013,1
763.78,POS,Dallas,0,1068,0
2167.35,BillPay,Miami,21,1058,0
4718.64,Cheque,Miami,3,1055,0
2104.44,POS,Miami,5,1051,0
3196.24,Online,San Francisco,22,1065,1
1994.0,Online,Los Angeles,12,1067,0
1378.33,Cheque,San Francisco,18,1011,0
4920.05,Transfer,Houston,10,1074,1
2052.58,Cheque,Boston,12,1067,0
4471.56,ATM,Dallas,7,1042,0
1157.47,POS,Dallas,6,1072,0
1073.39,Transfer,Boston,12,1073,0
165.36,BillPay,Chicago,0,1090,0
3261.82,ATM,Atlanta,5,1005,0
1848.95,Transfer,Houston,6,1014,0
4323.15,POS,New York,15,1041,0
2371.32,Online,Dallas,14,1030,0
4841.29,BillPay,Miami,19,1085,0
935.77,Cheque,San Francisco,1,1052,0
4344.43,POS,Chicago,22,1005,0
3885.22,ATM,Atlanta,15,1032,0
3856.9,ATM,Boston,16,1028,0
4225.47,Online,Seattle,23,1020,1
3807.51,Online,New York,14,1053,1
3134.84,BillPay,Atlanta,2,1055,0
664.91,Cheque,Miami,3,1093,0
172.31,BillPay,Atlanta,11,1020,0
4605.03,Online,Dallas,4,1099,1
3087.09,Online,San Francisco,16,1054,1
3984.72,ATM,Boston,5,1057,0
2412.8,Online,Atlanta,9,1063,0
595.37,Transfer,New York,21,1085,0
634.68,POS,Atlanta,17,1045,0
3430.97,Online,Seattle,9,1083,1
2157.23,BillPay,Chicago,5,1021,0
1010.62,Cheque,Dallas,23,1059,0
2463.06,Cheque,San Francisco,5,1010,0
330.4,Cheque,Miami,19,1046,0
2914.04,Transfer,Boston,14,1030,0
1352.28,BillPay,Boston,3,1076,0
3989.82,Transfer,Chicago,15,1017,1
1558.71,Online,Los Angeles,21,1021,0
2281.55,POS,Los Angeles,23,1055,0
67.99,Cheque,Miami,7,1016,0
371.51,BillPay,Atlanta,6,1037,0
1968.54,Cheque,Seattle,18,1024,0
2404.89,Transfer,Boston,16,1031,0
3004.1,ATM,Atlanta,20,1014,0
1465.4,Online,Boston,12,1012,0
3477.96,POS,Boston,14,1057,0
4302.01,Online,Atlanta,1,1089,1
3901.46,ATM,Chicago,9,1049,0
207.7,POS,Los Angeles,12,1010,0
2407.73,ATM,Houston,17,1012,0
533.6,Online,New York,22,1096,0
1217.8,Transfer,Chicago,10,1049,0
4933.45,Online,Dallas,12,1037,1
721.05,Online,Seattle,18,1000,0
2499.45,Online,Seattle,23,1038,1
3094.6,BillPay,New York,23,1026,1
3515.3,ATM,Seattle,21,1035,0
2802.65,ATM,Atlanta,4,1031,0
58.76,Cheque,Seattle,2,1040,0
1639.04,ATM,Houston,18,1014,0
2593.38,Cheque,Seattle,22,1030,0
448.45,BillPay,Boston,12,1005,0
1759.63,Transfer,Chicago,4,1088,0
175.68,Cheque,Atlanta,11,1051,0
402.11,Online,Los Angeles,13,1081,0
1990.65,Transfer,Seattle,5,1021,0
672.25,BillPay,Miami,21,1030,0
2842.03,ATM,Miami,8,1099,0
3450.43,Cheque,Miami,16,1072,0
4004.93,Online,Seattle,7,1045,1
1008.75,POS,Dallas,12,1066,0
845.74,POS,Boston,4,1096,0
531.79,Transfer,San Francisco,21,1090,0
3185.79,ATM,Seattle,21,1042,0
3535.31,POS,Dallas,16,1000,0
167.61,Transfer,San Francisco,2,1043,0
4681.7,BillPay,New York,5,1056,0
269.34,Transfer,Houston,13,1008,0
2711.07,Transfer,Boston,14,1004,0
3548.21,Transfer,Seattle,13,1078,1
4356.14,Online,Chicago,10,1008,1
3573.29,Transfer,Atlanta,10,1044,1
4010.62,Cheque,Chicago,8,1091,0
1703.86,Transfer,Chicago,5,1076,0
4075.98,Online,New York,14,1023,1
409.77,Online,Atlanta,11,1073,0
4475.14,BillPay,New York,5,1041,0
2742.49,ATM,San Francisco,0,1021,0
4088.32,POS,New York,15,1059,0
2267.07,POS,Miami,19,1085,0
3221.45,Transfer,Houston,14,1036,1
2636.75,BillPay,Miami,1,1038,0
3660.63,Transfer,Seattle,16,1083,1
417.33,POS,San Francisco,2,1073,0
311.16,Online,Dallas,2,1073,0
1243.05,ATM,San Francisco,4,1089,0
806.13,BillPay,Dallas,16,1088,0
4360.2,Online,Houston,22,1052,1
1103.88,ATM,New York,16,1027,0
4879.57,BillPay,New York,19,1076,0
1691.11,BillPay,Atlanta,5,1014,0
918.77,POS,Seattle,0,1059,0
3950.6,Online,Chicago,6,1059,1
3296.95,BillPay,Los Angeles,14,1005,0
2496.0,Cheque,San Francisco,6,1051,0
2781.26,BillPay,San Francisco,18,1011,0
3598.82,ATM,Seattle,19,1018,0
1149.99,POS,Miami,21,1095,0
4981.71,Transfer,Boston,10,1074,1
4874.22,POS,Seattle,22,1096,0
3255.13,Transfer,Los Angeles,13,1001,1
1005.72,Online,New York,12,1054,0
3404.34,Online,Dallas,19,1014,1
370.27,BillPay,Miami,8,1063,0
162.96,Cheque,Miami,8,1099,0
1295.84,Online,Atlanta,15,1068,0
2318.49,BillPay,Houston,11,1014,0
4342.68,POS,Los Angeles,9,1042,0
3638.57,Online,Miami,5,1073,1
3716.11,POS,Los Angeles,17,1016,0
